0,1419,1,0,0
0,1059,1,4,0
0,1015,2,2,0
0,695,0,6,0
0,845,1,3,0
1,953,0,3,0
1,15,2,6,0
1,1358,1,3,0
1,182,0,6,0
1,574,1,6,0
2,621,0,5,0
2,1253,0,0,0
2,4,0,6,0
2,676,0,4,0
2,134,1,6,0
3,725,0,6,0
3,367,0,4,0
3,1565,1,6,0
3,435,0,6,0
3,35,1,4,0
4,1215,2,6,0
4,696,0,6,0
4,1035,0,6,0
4,983,0,0,0
4,599,2,0,0
5,133,0,3,0
5,1111,2,3,0
5,1549,0,5,0
5,523,0,6,0
5,38,0,0,0
6,425,0,0,0
6,463,1,4,0
6,613,1,5,0
6,947,0,4,0
6,121,1,4,0
7,1326,0,0,0
7,912,2,6,0
7,751,2,5,0
7,234,0,4,0
7,1075,0,6,0
8,462,0,6,0
8,1146,0,0,0
8,448,0,0,0
8,1547,1,1,0
8,744,0,0,0
9,631,0,6,0
9,179,1,4,0
9,347,0,6,0
9,1350,0,4,0
9,487,1,6,0
10,1279,0,6,0
10,1306,0,2,0
10,1367,0,4,0
10,685,1,5,0
10,280,1,6,0
11,210,0,0,0
11,1076,1,0,0
11,331,1,5,0
11,757,1,4,0
11,920,1,6,0
12,820,0,0,0
12,888,1,6,0
12,42,0,4,0
12,308,0,6,0
12,429,0,1,0
13,1396,0,6,0
13,912,1,6,0
13,1383,1,0,0
13,465,2,3,0
13,1495,2,0,0
14,629,2,0,0
14,396,0,6,0
14,234,0,4,0
14,167,0,4,0
14,236,2,0,0
15,628,0,3,0
15,161,1,3,0
15,1150,0,3,0
15,1360,2,0,0
15,515,0,4,0
16,906,0,0,0
16,839,0,6,0
16,292,0,3,0
16,101,0,3,0
16,1528,1,3,0
17,1108,0,0,0
17,1106,2,4,0
17,548,0,0,0
17,1469,2,6,0
17,263,0,6,0
18,679,0,6,0
18,1089,0,6,0
18,1477,0,6,0
18,1091,0,6,0
18,890,0,6,0
19,588,0,3,0
19,1273,0,2,0
19,661,0,1,0
19,100,2,6,0
19,1294,1,6,0
20,1345,0,0,0
20,1175,0,6,0
20,1480,1,6,0
20,31,0,6,0
20,322,1,0,0
21,638,0,6,0
21,232,0,4,0
21,1256,1,6,0
21,994,0,0,0
21,719,0,6,0
22,620,0,5,0
22,218,1,4,0
22,1435,2,6,0
22,506,0,4,0
22,304,0,1,0
23,932,1,4,0
23,421,0,2,0
23,1247,2,6,0
23,667,0,3,0
23,421,0,0,0
24,206,0,6,0
24,596,0,4,0
24,1565,0,6,0
24,467,0,6,0
24,831,0,0,0
25,377,0,0,0
25,944,0,5,0
25,1239,0,0,0
25,93,2,6,0
25,186,0,0,0
26,873,0,0,0
26,93,1,6,0
26,1024,0,6,0
26,313,1,0,0
26,287,0,3,0
27,178,1,6,0
27,1547,1,1,0
27,672,1,4,0
27,880,1,1,0
27,556,2,6,0
28,10,0,3,0
28,391,2,0,0
28,203,1,4,0
28,433,1,3,0
28,570,2,0,0
29,1332,2,6,0
29,1515,1,0,0
29,565,0,0,0
29,1048,1,0,0
29,1055,0,5,0
30,364,0,6,0
30,1463,0,6,0
30,251,0,6,0
30,836,2,0,0
30,998,2,0,0
31,14,0,6,0
31,592,0,3,0
31,934,1,3,0
31,1531,1,0,0
31,269,0,6,0
32,1167,1,0,0
32,985,0,6,0
32,69,0,0,0
32,834,1,4,0
32,841,0,6,0
33,1436,2,1,0
33,662,0,4,0
33,1178,2,4,0
33,1258,0,6,0
33,287,0,4,0
34,805,2,6,0
34,1102,2,4,0
34,1225,1,4,0
34,715,2,6,0
34,345,0,6,0
35,1211,1,3,0
35,600,0,0,0
35,1014,1,6,0
35,567,0,6,0
35,972,0,6,0
36,1533,0,6,0
36,219,0,6,0
36,186,0,0,0
36,975,2,6,0
36,1341,0,4,0
37,1160,0,6,0
37,352,0,0,0
37,1061,0,2,0
37,1051,0,0,0
37,1473,0,1,0
38,441,0,6,0
38,838,1,6,0
38,717,0,3,0
38,518,1,0,0
38,1449,0,0,0
39,288,2,6,0
39,991,0,0,0
39,637,1,0,0
39,737,2,1,0
39,1532,0,5,0
40,624,1,0,0
40,693,2,0,0
40,669,0,6,0
40,788,0,6,0
40,1347,0,0,0
41,1252,0,0,0
41,275,2,0,0
41,666,1,0,0
41,1304,1,5,0
41,144,2,0,0
42,223,0,5,0
42,296,1,0,0
42,19,0,0,0
42,1409,2,0,0
42,1182,1,5,0
43,961,1,6,0
43,1246,0,6,0
43,1380,0,6,0
43,1450,0,6,0
43,1248,0,4,0
44,325,2,3,0
44,498,0,6,0
44,1256,1,6,0
44,1231,2,5,0
44,1423,2,4,0
45,1144,1,0,0
45,1542,0,3,0
45,399,1,5,0
45,1284,2,0,0
45,231,1,0,0
46,1111,1,4,0
46,1033,2,6,0
46,202,0,0,0
46,285,2,2,0
46,992,0,0,0
47,498,0,6,0
47,1344,2,4,0
47,67,0,4,0
47,633,0,0,0
47,1535,0,0,0
48,1465,1,3,0
48,1354,0,3,0
48,1332,0,6,0
48,204,2,6,0
48,1465,0,5,0
49,453,0,4,0
49,1354,0,3,0
49,1223,0,6,0
49,448,0,0,0
49,1045,0,0,0
50,1034,0,3,0
50,431,2,0,0
50,946,0,0,0
50,816,1,0,0
50,631,0,6,0
51,1515,0,0,0
51,458,0,3,0
51,862,0,0,0
51,200,0,0,0
51,704,1,6,0
52,572,2,6,0
52,342,0,4,0
52,1355,0,6,0
52,805,1,6,0
52,26,0,4,0
53,1333,0,0,0
53,608,1,0,0
53,1514,0,2,0
53,1158,0,0,0
53,1499,0,4,0
54,513,0,3,0
54,735,2,6,0
54,414,0,0,0
54,1480,2,6,0
54,66,1,6,0
55,868,2,0,0
55,1232,2,3,0
55,675,0,0,0
55,730,2,4,0
55,1525,0,4,0
56,489,2,6,0
56,283,0,6,0
56,1565,0,6,0
56,630,2,6,0
56,301,0,0,0
57,1532,0,4,0
57,1402,0,2,0
57,1009,1,6,0
57,1443,1,6,0
57,807,2,3,0
58,779,0,0,0
58,264,0,6,0
58,1274,1,4,0
58,1259,0,6,0
58,1456,0,6,0
59,945,0,0,0
59,1119,2,5,0
59,1162,1,5,0
59,1168,0,4,0
59,1402,0,0,0
60,678,2,0,0
60,1040,0,4,0
60,1465,2,4,0
60,30,2,4,0
60,1476,0,0,0
61,1349,0,4,0
61,879,2,6,0
61,476,0,6,0
61,1066,0,6,0
61,1210,0,2,0
62,434,0,0,0
62,115,0,4,0
62,312,1,6,0
62,1056,0,0,0
62,649,2,0,0
63,601,0,6,0
63,642,0,6,0
63,1003,0,0,0
63,213,0,4,0
63,1337,0,0,0
64,732,1,3,0
64,452,1,6,0
64,829,0,0,0
64,907,0,6,0
64,983,0,0,0
65,1507,0,6,0
65,1132,1,3,0
65,1260,1,6,0
65,789,0,6,0
65,935,0,0,0
66,909,0,6,0
66,1346,2,6,0
66,712,0,6,0
66,1385,0,0,0
66,438,2,0,0
67,393,0,3,0
67,817,0,2,0
67,988,0,6,0
67,1320,0,6,0
67,1541,0,5,0
68,45,2,6,0
68,638,1,6,0
68,471,0,4,0
68,1192,2,0,0
68,1036,2,0,0
69,1040,2,3,0
69,191,0,4,0
69,567,0,6,0
69,330,2,3,0
69,105,0,6,0
70,618,2,6,0
70,1468,2,4,0
70,205,1,4,0
70,816,1,2,0
70,867,0,0,0
71,465,2,4,0
71,35,2,5,0
71,154,0,6,0
71,147,1,6,0
71,1065,1,3,0
72,22,1,1,0
72,830,0,0,0
72,844,1,0,0
72,1117,2,6,0
72,543,1,4,0
73,1141,2,0,0
73,572,0,6,0
73,1287,2,6,0
73,1334,2,0,0
73,847,0,6,0
74,1240,2,6,0
74,952,2,6,0
74,1296,0,6,0
74,195,0,5,0
74,1525,0,3,0
75,1220,0,6,0
75,454,1,6,0
75,240,1,6,0
75,1504,0,3,0
75,617,0,0,0
76,1518,1,6,0
76,88,0,6,0
76,417,0,6,0
76,1469,2,6,0
76,589,2,0,0
77,686,2,3,0
77,1538,2,6,0
77,80,0,0,0
77,718,1,6,0
77,457,0,3,0
78,1028,0,6,0
78,652,0,6,0
78,427,1,6,0
78,1444,1,5,0
78,1557,0,6,0
79,1382,0,6,0
79,214,0,6,0
79,774,1,3,0
79,1484,2,3,0
79,680,0,4,0
80,1467,2,0,0
80,754,1,3,0
80,968,0,6,0
80,1412,0,3,0
80,422,0,0,0
81,1446,2,0,0
81,716,1,5,0
81,1311,2,0,0
81,480,1,1,0
81,91,0,6,0
82,1300,2,6,0
82,679,0,6,0
82,988,1,6,0
82,228,2,0,0
82,1186,0,6,0
83,210,0,0,0
83,1403,2,6,0
83,1204,0,6,0
83,1237,0,0,0
83,1471,0,1,0
84,744,0,2,0
84,1036,0,0,0
84,713,0,3,0
84,157,0,6,0
84,143,0,0,0
85,41,0,1,0
85,74,1,3,0
85,106,0,0,0
85,1145,2,6,0
85,651,0,6,0
